stepcount_35,strategy_35,strat code_35,move_35,probabilities_35,utility_35,common_move_35,number_coop_35,number_defect_35,outcomes_35,p1_35,p2_35,p3_35,p4_35,u1_35,u2_35,u3_35,u4_35,m1_35,m2_35,m3_35,m4_35
True,WSLS,7,"{36: 'C', 43: 'C', 34: 'C', 27: 'C'}","{36: 0.47, 43: 0.54, 34: 0.47, 27: 0.47}",0,['C'],4,0,"{36: ['C', 'C'], 43: ['C', 'D'], 34: ['C', 'C'], 27: ['C', 'C']}",0.47,0.54,0.47,0.47,1.5,-2,1.5,1.5,1,1,1,1
2,WSLS,7,"{36: 'C', 43: 'D', 34: 'C', 27: 'C'}","{36: 0.43999999999999995, 43: 0.5, 34: 0.43999999999999995, 27: 0.51}",2.5,['C'],4,0,"{36: ['C', 'C'], 43: ['D', 'C'], 34: ['C', 'C'], 27: ['C', 'D']}",0.43999999999999995,0.5,0.43999999999999995,0.51,3.0,0,3.0,-0.5,1,2,1,1
3,WSLS,7,"{36: 'C', 43: 'D', 34: 'C', 27: 'D'}","{36: 0.4099999999999999, 43: 0.52, 34: 0.4099999999999999, 27: 0.47000000000000003}",5.5,Eq,3,1,"{36: ['C', 'C'], 43: ['D', 'D'], 34: ['C', 'C'], 27: ['D', 'C']}",0.4099999999999999,0.52,0.4099999999999999,0.47000000000000003,4.5,1,4.5,1.5,1,2,1,2
4,WSLS,7,"{36: 'C', 43: 'C', 34: 'C', 27: 'D'}","{36: 0.3799999999999999, 43: 0.56, 34: 0.3799999999999999, 27: 0.49000000000000005}",11.5,['C'],2,2,"{36: ['C', 'C'], 43: ['C', 'D'], 34: ['C', 'C'], 27: ['D', 'D']}",0.3799999999999999,0.56,0.3799999999999999,0.49000000000000005,6.0,-1,6.0,2.5,1,1,1,2
5,WSLS,7,"{36: 'C', 43: 'D', 34: 'C', 27: 'C'}","{36: 0.34999999999999987, 43: 0.52, 34: 0.34999999999999987, 27: 0.4600000000000001}",13.5,['C'],3,1,"{36: ['C', 'C'], 43: ['D', 'C'], 34: ['C', 'C'], 27: ['C', 'C']}",0.34999999999999987,0.52,0.34999999999999987,0.4600000000000001,7.5,1,7.5,4.0,1,2,1,1
6,WSLS,7,"{36: 'C', 43: 'D', 34: 'C', 27: 'C'}","{36: 0.31999999999999984, 43: 0.48000000000000004, 34: 0.31999999999999984, 27: 0.5000000000000001}",20.0,['C'],3,1,"{36: ['C', 'C'], 43: ['D', 'C'], 34: ['C', 'C'], 27: ['C', 'D']}",0.31999999999999984,0.48000000000000004,0.31999999999999984,0.5000000000000001,9.0,3,9.0,2.0,1,2,1,1
7,WSLS,7,"{36: 'C', 43: 'D', 34: 'C', 27: 'D'}","{36: 0.2899999999999998, 43: 0.5, 34: 0.2899999999999998, 27: 0.5200000000000001}",23.0,Eq,3,1,"{36: ['C', 'C'], 43: ['D', 'D'], 34: ['C', 'C'], 27: ['D', 'D']}",0.2899999999999998,0.5,0.2899999999999998,0.5200000000000001,10.5,4,10.5,3.0,1,2,1,2
8,WSLS,7,"{36: 'C', 43: 'C', 34: 'C', 27: 'C'}","{36: 0.2599999999999998, 43: 0.47, 34: 0.2599999999999998, 27: 0.4900000000000001}",28.0,['C'],2,2,"{36: ['C', 'C'], 43: ['C', 'C'], 34: ['C', 'C'], 27: ['C', 'C']}",0.2599999999999998,0.47,0.2599999999999998,0.4900000000000001,12.0,5.5,12.0,4.5,1,1,1,1
9,WSLS,7,"{36: 'C', 43: 'C', 34: 'C', 27: 'C'}","{36: 0.2299999999999998, 43: 0.51, 34: 0.2299999999999998, 27: 0.5300000000000001}",34.0,['C'],4,0,"{36: ['C', 'C'], 43: ['C', 'D'], 34: ['C', 'C'], 27: ['C', 'D']}",0.2299999999999998,0.51,0.2299999999999998,0.5300000000000001,13.5,3.5,13.5,2.5,1,1,1,1
10,WSLS,7,"{36: 'C', 43: 'D', 34: 'C', 27: 'D'}","{36: 0.1999999999999998, 43: 0.53, 34: 0.1999999999999998, 27: 0.49000000000000016}",33.0,Eq,4,0,"{36: ['C', 'C'], 43: ['D', 'D'], 34: ['C', 'C'], 27: ['D', 'C']}",0.1999999999999998,0.53,0.1999999999999998,0.49000000000000016,15.0,4.5,15.0,4.5,1,2,1,2
