stepcount_47,strategy_47,strat code_47,move_47,probabilities_47,utility_47,common_move_47,number_coop_47,number_defect_47,outcomes_47,p1_47,p2_47,p3_47,p4_47,u1_47,u2_47,u3_47,u4_47,m1_47,m2_47,m3_47,m4_47
True,VPP,6,"{48: 'C', 55: 'D', 46: 'D', 39: 'C'}","{48: 0.47, 55: 0.46, 46: 0.46, 39: 0.47}",0,Eq,2,2,"{48: ['C', 'C'], 55: ['D', 'C'], 46: ['D', 'C'], 39: ['C', 'C']}",0.47,0.46,0.46,0.47,1.5,2,2,1.5,1,2,2,1
2,VPP,6,"{48: 'D', 55: 'D', 46: 'C', 39: 'D'}","{48: 0.43, 55: 0.48000000000000004, 46: 0.5, 39: 0.43}",7.0,['D'],1,3,"{48: ['D', 'C'], 55: ['D', 'D'], 46: ['C', 'D'], 39: ['D', 'C']}",0.43,0.48000000000000004,0.5,0.43,3.5,3,0,3.5,2,2,1,2
3,VPP,6,"{48: 'C', 55: 'C', 46: 'D', 39: 'C'}","{48: 0.47, 55: 0.45000000000000007, 46: 0.46, 39: 0.47}",10.0,['C'],3,1,"{48: ['C', 'D'], 55: ['C', 'C'], 46: ['D', 'C'], 39: ['C', 'D']}",0.47,0.45000000000000007,0.46,0.47,1.5,4.5,2,1.5,1,1,2,1
4,VPP,6,"{48: 'D', 55: 'C', 46: 'C', 39: 'C'}","{48: 0.49, 55: 0.42000000000000004, 46: 0.5, 39: 0.51}",9.5,['C'],3,1,"{48: ['D', 'D'], 55: ['C', 'C'], 46: ['C', 'D'], 39: ['C', 'D']}",0.49,0.42000000000000004,0.5,0.51,2.5,6.0,0,-0.5,2,1,1,1
5,VPP,6,"{48: 'C', 55: 'D', 46: 'C', 39: 'D'}","{48: 0.45999999999999996, 55: 0.38000000000000006, 46: 0.54, 39: 0.53}",8.0,Eq,2,2,"{48: ['C', 'C'], 55: ['D', 'C'], 46: ['C', 'D'], 39: ['D', 'D']}",0.45999999999999996,0.38000000000000006,0.54,0.53,4.0,8.0,-2,0.5,1,2,1,2
6,VPP,6,"{48: 'D', 55: 'C', 46: 'D', 39: 'D'}","{48: 0.42, 55: 0.42000000000000004, 46: 0.5, 39: 0.49000000000000005}",10.5,['D'],1,3,"{48: ['D', 'C'], 55: ['C', 'D'], 46: ['D', 'C'], 39: ['D', 'C']}",0.42,0.42000000000000004,0.5,0.49000000000000005,6.0,6.0,0,2.5,2,1,2,2
7,VPP,6,"{48: 'D', 55: 'C', 46: 'C', 39: 'C'}","{48: 0.44, 55: 0.46, 46: 0.54, 39: 0.53}",14.5,['C'],3,1,"{48: ['D', 'D'], 55: ['C', 'D'], 46: ['C', 'D'], 39: ['C', 'D']}",0.44,0.46,0.54,0.53,7.0,4.0,-2,0.5,2,1,1,1
8,VPP,6,"{48: 'C', 55: 'C', 46: 'D', 39: 'D'}","{48: 0.41000000000000003, 55: 0.5, 46: 0.56, 39: 0.55}",9.5,Eq,2,2,"{48: ['C', 'C'], 55: ['C', 'D'], 46: ['D', 'D'], 39: ['D', 'D']}",0.41000000000000003,0.5,0.56,0.55,8.5,2.0,-1,1.5,1,1,2,2
9,VPP,6,"{48: 'C', 55: 'D', 46: 'C', 39: 'C'}","{48: 0.38, 55: 0.52, 46: 0.6000000000000001, 39: 0.52}",11.0,['C'],3,1,"{48: ['C', 'C'], 55: ['D', 'D'], 46: ['C', 'D'], 39: ['C', 'C']}",0.38,0.52,0.6000000000000001,0.52,10.0,3.0,-3,3.0,1,2,1,1
10,VPP,6,"{48: 'D', 55: 'C', 46: 'C', 39: 'C'}","{48: 0.34, 55: 0.49, 46: 0.5700000000000001, 39: 0.49}",13.0,['C'],3,1,"{48: ['D', 'C'], 55: ['C', 'C'], 46: ['C', 'C'], 39: ['C', 'C']}",0.34,0.49,0.5700000000000001,0.49,12.0,4.5,-1.5,4.5,2,1,1,1
11,VPP,6,"{48: 'C', 55: 'C', 46: 'D', 39: 'D'}","{48: 0.38, 55: 0.45999999999999996, 46: 0.5900000000000001, 39: 0.45}",19.5,Eq,2,2,"{48: ['C', 'D'], 55: ['C', 'C'], 46: ['D', 'D'], 39: ['D', 'C']}",0.38,0.45999999999999996,0.5900000000000001,0.45,10.0,6.0,-0.5,6.5,1,1,2,2
12,VPP,6,"{48: 'D', 55: 'D', 46: 'D', 39: 'D'}","{48: 0.4, 55: 0.42, 46: 0.55, 39: 0.47000000000000003}",22.0,['D'],0,4,"{48: ['D', 'D'], 55: ['D', 'C'], 46: ['D', 'C'], 39: ['D', 'D']}",0.4,0.42,0.55,0.47000000000000003,11.0,8.0,1.5,7.5,2,2,2,2
13,VPP,6,"{48: 'C', 55: 'C', 46: 'D', 39: 'C'}","{48: 0.37, 55: 0.45999999999999996, 46: 0.51, 39: 0.44000000000000006}",28.0,['C'],3,1,"{48: ['C', 'C'], 55: ['C', 'D'], 46: ['D', 'C'], 39: ['C', 'C']}",0.37,0.45999999999999996,0.51,0.44000000000000006,12.5,6.0,3.5,9.0,1,1,2,1
