,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,LEARN Performance,MutualCooperations,LEARN Cooperations,moodyLEARN Performance,moodyMutualCooperations,moodyLEARN Cooperations,Model Params
7861,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,393225,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7862,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,393425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7863,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,393500,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7864,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,393700,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7865,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,393775,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7866,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,393975,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7867,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,394050,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7868,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,394250,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7869,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,394325,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7870,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,394525,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7871,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,394600,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7872,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,394800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7873,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,394875,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7874,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,395075,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7875,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,395150,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7876,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,395350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7877,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,395425,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7878,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,395625,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7879,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,395700,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7880,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,395900,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7881,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,395975,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7882,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,396175,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7883,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,396250,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7884,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,396450,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7885,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,396525,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7886,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,396725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7887,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,396800,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7888,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,397000,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7889,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,397075,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7890,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,397275,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7891,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,397350,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7892,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,397550,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7893,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,397625,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7894,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,397825,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7895,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,397900,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7896,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,398100,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7897,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,398175,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7898,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,398375,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7899,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,398450,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7900,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,398650,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7901,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,398725,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7902,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,398925,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7903,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,399000,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7904,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,399200,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7905,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,399275,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7906,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,399475,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7907,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,399550,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7908,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,399750,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7909,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,399825,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7910,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,400025,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7911,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,400100,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7912,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,400300,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7913,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,400375,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7914,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,400575,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7915,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,400650,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7916,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,400850,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7917,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,400925,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7918,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,401125,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7919,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,401200,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7920,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,401400,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7921,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,401475,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7922,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,401675,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7923,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,401750,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7924,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,401950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7925,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,402025,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7926,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,402225,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7927,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,402300,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7928,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,402500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7929,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,402575,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7930,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,402775,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7931,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,402850,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7932,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,403050,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7933,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,403125,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7934,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,403325,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7935,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,403400,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7936,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,403600,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7937,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,403675,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7938,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,403875,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7939,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,403950,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7940,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,404150,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7941,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,404225,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7942,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,404425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7943,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,404500,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7944,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,404700,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7945,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,404775,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7946,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,404975,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7947,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,405050,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7948,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,405250,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7949,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,405325,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7950,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,405525,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7951,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,405600,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7952,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,405800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7953,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,405875,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7954,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,406075,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7955,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,406150,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7956,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,406350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7957,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,406425,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7958,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,406625,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7959,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,406700,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7960,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,406900,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7961,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,406975,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7962,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,407175,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7963,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,407250,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7964,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,407450,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7965,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,407525,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7966,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,407725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7967,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,407800,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7968,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,408000,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7969,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,408075,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7970,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,408275,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7971,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,408350,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7972,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,408550,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7973,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,408625,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7974,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,408825,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7975,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,408900,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7976,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,409100,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7977,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,409175,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7978,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,409375,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7979,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,409450,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7980,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,409650,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7981,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,409725,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7982,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,409925,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7983,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,410000,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7984,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,410200,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7985,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,410275,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7986,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,410475,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7987,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,410550,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7988,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,410750,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7989,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,410825,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7990,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,411025,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7991,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,411100,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7992,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,411300,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7993,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,411375,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7994,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,411575,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7995,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,411650,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7996,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,411850,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7997,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,411925,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7998,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,412125,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7999,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,412200,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8000,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,412400,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8001,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,412475,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8002,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,412675,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8003,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,412750,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8004,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,412950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8005,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,413025,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8006,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,413225,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8007,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,413300,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8008,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,413500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8009,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,413575,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8010,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,413775,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8011,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,413850,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8012,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,414050,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8013,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,414125,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8014,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,414325,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8015,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,414400,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8016,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,414600,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8017,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,414675,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8018,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,414875,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8019,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,414950,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8020,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,415150,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8021,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,415225,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8022,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,415425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8023,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,415500,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8024,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,415700,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8025,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,415775,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8026,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,415975,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8027,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,416050,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8028,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,416250,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8029,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,416325,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8030,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,416525,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8031,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,416600,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8032,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,416800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8033,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,416875,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8034,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,417075,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8035,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,417150,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8036,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,417350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8037,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,417425,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8038,59,21,19,2,0,0,0,0,0,0,0,0,0,0,0,417625,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8039,59,21,20,2,0,0,0,0,0,0,0,0,0,0,0,417700,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
