,Cooperations,Defections,Cooperators,Defectors,TFT Performance,TFT Cooperations,VPP Performance,VPP Cooperations,WSLS Performance,WSLS Cooperations,iWSLS Performance,iWSLS Cooperations,LEARN Performance,MutualCooperations,LEARN Cooperations,moodyLEARN Performance,moodyMutualCooperations,moodyLEARN Cooperations,Model Params
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
1,160,0,25,0,0,0,0,0,0,0,0,0,0,0,0,150,50,100,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
2,56,24,25,0,0,0,0,0,0,0,0,0,0,0,0,300,50,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
3,63,17,16,2,0,0,0,0,0,0,0,0,0,0,0,500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
4,66,14,23,2,0,0,0,0,0,0,0,0,0,0,0,650,50,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
5,67,13,22,2,0,0,0,0,0,0,0,0,0,0,0,725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
6,64,16,23,0,0,0,0,0,0,0,0,0,0,0,0,875,50,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
7,64,16,22,2,0,0,0,0,0,0,0,0,0,0,0,950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
8,65,15,21,2,0,0,0,0,0,0,0,0,0,0,0,1025,25,25,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
9,64,16,19,2,0,0,0,0,0,0,0,0,0,0,0,1125,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
10,64,16,21,1,0,0,0,0,0,0,0,0,0,0,0,1275,50,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
11,63,17,20,2,0,0,0,0,0,0,0,0,0,0,0,1350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
12,64,16,21,2,0,0,0,0,0,0,0,0,0,0,0,1425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
13,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,1500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
14,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,1575,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
15,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,1650,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
16,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,1725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
17,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,1800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
18,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,1875,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
19,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,1950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
20,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,2025,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
21,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,2100,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
22,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,2175,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
23,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,2250,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
24,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,2325,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
25,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,2400,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
26,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,2475,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
27,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,2550,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
28,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,2625,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
29,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,2700,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
30,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,2775,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
31,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,2850,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
32,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,2925,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
33,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,3000,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
34,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,3075,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
35,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,3150,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
36,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,3225,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
37,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,3300,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
38,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,3375,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
39,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,3450,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
40,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,3525,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
41,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,3600,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
42,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,3675,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
43,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,3750,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
44,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,3825,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
45,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,3900,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
46,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,3975,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
47,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,4050,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
48,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,4125,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
49,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,4200,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
50,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,4275,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
51,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,4350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
52,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,4425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
53,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,4500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
54,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,4575,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
55,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,4650,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
56,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,4725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
57,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,4800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
58,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,4875,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
59,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,4950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
60,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,5025,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
61,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,5100,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
62,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,5175,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
63,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,5250,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
64,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,5325,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
65,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,5400,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
66,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,5475,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
67,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,5550,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
68,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,5625,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
69,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,5700,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
70,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,5775,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
71,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,5850,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
72,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,5925,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
73,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,6000,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
74,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,6075,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
75,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,6150,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
76,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,6225,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
77,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,6300,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
78,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,6375,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
79,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,6450,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
80,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,6525,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
81,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,6600,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
82,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,6675,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
83,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,6750,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
84,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,6825,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
85,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,6900,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
86,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,6975,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
87,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,7050,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
88,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,7125,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
89,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,7200,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
90,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,7275,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
91,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,7350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
92,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,7425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
93,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,7500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
94,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,7575,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
95,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,7650,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
96,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,7725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
97,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,7800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
98,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,7875,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
99,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,7950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
100,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,8025,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
101,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,8100,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
102,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,8175,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
103,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,8250,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
104,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,8325,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
105,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,8400,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
106,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,8475,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
107,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,8550,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
108,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,8625,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
109,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,8700,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
110,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,8775,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
111,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,8850,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
112,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,8925,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
113,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,9000,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
114,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,9075,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
115,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,9150,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
116,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,9225,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
117,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,9300,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
118,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,9375,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
119,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,9450,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
120,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,9525,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
121,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,9600,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
122,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,9675,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
123,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,9750,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
124,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,9825,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
125,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,9900,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
126,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,9975,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
127,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,10050,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
128,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,10125,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
129,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,10200,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
130,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,10275,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
131,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,10350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
132,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,10425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
133,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,10500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
134,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,10575,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
135,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,10650,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
136,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,10725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
137,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,10800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
138,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,10875,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
139,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,10950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
140,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,11025,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
141,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,11100,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
142,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,11175,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
143,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,11250,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
144,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,11325,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
145,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,11400,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
146,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,11475,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
147,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,11550,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
148,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,11625,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
149,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,11700,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
150,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,11775,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
151,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,11850,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
152,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,11925,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
153,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,12000,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
154,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,12075,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
155,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,12150,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
156,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,12225,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
157,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,12300,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
158,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,12375,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
159,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,12450,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
160,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,12525,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
161,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,12600,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
162,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,12675,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
163,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,12750,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
164,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,12825,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
165,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,12900,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
166,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,12975,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
167,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,13050,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
168,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,13125,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
169,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,13200,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
170,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,13275,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
171,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,13350,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
172,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,13425,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
173,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,13500,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
174,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,13575,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
175,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,13650,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
176,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,13725,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
177,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,13800,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
178,60,20,19,2,0,0,0,0,0,0,0,0,0,0,0,13875,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
179,61,19,19,2,0,0,0,0,0,0,0,0,0,0,0,13950,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
180,62,18,20,2,0,0,0,0,0,0,0,0,0,0,0,14025,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
181,61,19,20,2,0,0,0,0,0,0,0,0,0,0,0,14100,25,50,"(25, 0.015, 0.5, 11, 0.1, 0.95, 0.99, 1)"
