stepcount_22,strategy_22,strat code_22,move_22,probabilities_22,utility_22,common_move_22,number_coop_22,number_defect_22,outcomes_22,p1_22,p2_22,p3_22,p4_22,u1_22,u2_22,u3_22,u4_22,m1_22,m2_22,m3_22,m4_22
True,VPP,6,"{23: 'C', 30: 'C', 21: 'C', 14: 'D'}","{23: 0.47, 30: 0.54, 21: 0.54, 14: 0.52}",0,['C'],3,1,"{23: ['C', 'C'], 30: ['C', 'D'], 21: ['C', 'D'], 14: ['D', 'D']}",0.47,0.54,0.54,0.52,1.5,-2,-2,1,1,1,1,2
2,VPP,6,"{23: 'C', 30: 'C', 21: 'D', 14: 'D'}","{23: 0.43999999999999995, 30: 0.5800000000000001, 21: 0.5, 14: 0.54}",-1.5,Eq,2,2,"{23: ['C', 'C'], 30: ['C', 'D'], 21: ['D', 'C'], 14: ['D', 'D']}",0.43999999999999995,0.5800000000000001,0.5,0.54,3.0,-4,0,2,1,1,2,2
3,VPP,6,"{23: 'D', 30: 'D', 21: 'C', 14: 'D'}","{23: 0.39999999999999997, 30: 0.6000000000000001, 21: 0.54, 14: 0.56}",1.0,['D'],1,3,"{23: ['D', 'C'], 30: ['D', 'D'], 21: ['C', 'D'], 14: ['D', 'D']}",0.39999999999999997,0.6000000000000001,0.54,0.56,5.0,-3,-2,3,2,2,1,2
4,VPP,6,"{23: 'D', 30: 'D', 21: 'C', 14: 'D'}","{23: 0.42, 30: 0.56, 21: 0.5800000000000001, 14: 0.52}",3.0,['D'],1,3,"{23: ['D', 'D'], 30: ['D', 'C'], 21: ['C', 'D'], 14: ['D', 'C']}",0.42,0.56,0.5800000000000001,0.52,6.0,-1,-4,5,2,2,1,2
5,VPP,6,"{23: 'C', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.39, 30: 0.53, 21: 0.55, 14: 0.56}",6.0,['C'],4,0,"{23: ['C', 'C'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['C', 'D']}",0.39,0.53,0.55,0.56,7.5,0.5,-2.5,3,1,1,1,1
6,VPP,6,"{23: 'C', 30: 'C', 21: 'D', 14: 'D'}","{23: 0.36, 30: 0.5, 21: 0.5700000000000001, 14: 0.52}",8.5,Eq,2,2,"{23: ['C', 'C'], 30: ['C', 'C'], 21: ['D', 'D'], 14: ['D', 'C']}",0.36,0.5,0.5700000000000001,0.52,9.0,2.0,-1.5,5,1,1,2,2
7,VPP,6,"{23: 'C', 30: 'D', 21: 'C', 14: 'C'}","{23: 0.32999999999999996, 30: 0.46, 21: 0.6100000000000001, 14: 0.49}",14.5,['C'],3,1,"{23: ['C', 'C'], 30: ['D', 'C'], 21: ['C', 'D'], 14: ['C', 'C']}",0.32999999999999996,0.46,0.6100000000000001,0.49,10.5,4.0,-3.5,6.5,1,2,1,1
8,VPP,6,"{23: 'D', 30: 'D', 21: 'D', 14: 'C'}","{23: 0.29, 30: 0.42000000000000004, 21: 0.5700000000000001, 14: 0.53}",17.5,['D'],1,3,"{23: ['D', 'C'], 30: ['D', 'C'], 21: ['D', 'C'], 14: ['C', 'D']}",0.29,0.42000000000000004,0.5700000000000001,0.53,12.5,6.0,-1.5,4.5,2,2,2,1
9,VPP,6,"{23: 'D', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.31, 30: 0.39, 21: 0.54, 14: 0.5700000000000001}",21.5,['C'],3,1,"{23: ['D', 'D'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['C', 'D']}",0.31,0.39,0.54,0.5700000000000001,13.5,7.5,0.0,2.5,2,1,1,1
10,VPP,6,"{23: 'D', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.27, 30: 0.36, 21: 0.51, 14: 0.6100000000000001}",23.5,['C'],3,1,"{23: ['D', 'C'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['C', 'D']}",0.27,0.36,0.51,0.6100000000000001,15.5,9.0,1.5,0.5,2,1,1,1
11,VPP,6,"{23: 'C', 30: 'D', 21: 'C', 14: 'D'}","{23: 0.31, 30: 0.32, 21: 0.55, 14: 0.5700000000000001}",26.5,Eq,2,2,"{23: ['C', 'D'], 30: ['D', 'C'], 21: ['C', 'D'], 14: ['D', 'C']}",0.31,0.32,0.55,0.5700000000000001,13.5,11.0,-0.5,2.5,1,2,1,2
12,VPP,6,"{23: 'C', 30: 'C', 21: 'C', 14: 'D'}","{23: 0.35, 30: 0.29000000000000004, 21: 0.52, 14: 0.53}",26.5,['C'],3,1,"{23: ['C', 'D'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['D', 'C']}",0.35,0.29000000000000004,0.52,0.53,11.5,12.5,1.0,4.5,1,1,1,2
13,VPP,6,"{23: 'C', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.38999999999999996, 30: 0.26, 21: 0.49, 14: 0.5700000000000001}",29.5,['C'],4,0,"{23: ['C', 'D'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['C', 'D']}",0.38999999999999996,0.26,0.49,0.5700000000000001,9.5,14.0,2.5,2.5,1,1,1,1
14,VPP,6,"{23: 'C', 30: 'C', 21: 'D', 14: 'C'}","{23: 0.42999999999999994, 30: 0.23, 21: 0.45, 14: 0.54}",28.5,['C'],3,1,"{23: ['C', 'D'], 30: ['C', 'C'], 21: ['D', 'C'], 14: ['C', 'C']}",0.42999999999999994,0.23,0.45,0.54,7.5,15.5,4.5,4.0,1,1,2,1
15,VPP,6,"{23: 'D', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.44999999999999996, 30: 0.2, 21: 0.42000000000000004, 14: 0.51}",31.5,['C'],3,1,"{23: ['D', 'D'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['C', 'C']}",0.44999999999999996,0.2,0.42000000000000004,0.51,8.5,17.0,6.0,5.5,2,1,1,1
16,VPP,6,"{23: 'D', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.41, 30: 0.24000000000000002, 21: 0.39, 14: 0.48}",37.0,['C'],3,1,"{23: ['D', 'C'], 30: ['C', 'D'], 21: ['C', 'C'], 14: ['C', 'C']}",0.41,0.24000000000000002,0.39,0.48,10.5,15.0,7.5,7.0,2,1,1,1
17,VPP,6,"{23: 'C', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.44999999999999996, 30: 0.21000000000000002, 21: 0.36, 14: 0.52}",40.0,['C'],4,0,"{23: ['C', 'D'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['C', 'D']}",0.44999999999999996,0.21000000000000002,0.36,0.52,8.5,16.5,9.0,5.0,1,1,1,1
18,VPP,6,"{23: 'C', 30: 'C', 21: 'D', 14: 'C'}","{23: 0.48999999999999994, 30: 0.18000000000000002, 21: 0.38, 14: 0.49}",39.0,['C'],3,1,"{23: ['C', 'D'], 30: ['C', 'C'], 21: ['D', 'D'], 14: ['C', 'C']}",0.48999999999999994,0.18000000000000002,0.38,0.49,6.5,18.0,10.0,6.5,1,1,2,1
19,VPP,6,"{23: 'D', 30: 'C', 21: 'D', 14: 'C'}","{23: 0.5099999999999999, 30: 0.15000000000000002, 21: 0.34, 14: 0.45999999999999996}",41.0,Eq,2,2,"{23: ['D', 'D'], 30: ['C', 'C'], 21: ['D', 'C'], 14: ['C', 'C']}",0.5099999999999999,0.15000000000000002,0.34,0.45999999999999996,7.5,19.5,12.0,8.0,2,1,2,1
20,VPP,6,"{23: 'C', 30: 'C', 21: 'C', 14: 'C'}","{23: 0.47999999999999987, 30: 0.12000000000000002, 21: 0.31000000000000005, 14: 0.49999999999999994}",47.0,['C'],4,0,"{23: ['C', 'C'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['C', 'D']}",0.47999999999999987,0.12000000000000002,0.31000000000000005,0.49999999999999994,9.0,21.0,13.5,6.0,1,1,1,1
21,VPP,6,"{23: 'C', 30: 'C', 21: 'C', 14: 'D'}","{23: 0.44999999999999984, 30: 0.09000000000000002, 21: 0.28, 14: 0.45999999999999996}",49.5,['C'],3,1,"{23: ['C', 'C'], 30: ['C', 'C'], 21: ['C', 'C'], 14: ['D', 'C']}",0.44999999999999984,0.09000000000000002,0.28,0.45999999999999996,10.5,22.5,15.0,8.0,1,1,1,2
