stepcount_46,strategy_46,strat code_46,move_46,probabilities_46,utility_46,common_move_46,number_coop_46,number_defect_46,outcomes_46,p1_46,p2_46,p3_46,p4_46,u1_46,u2_46,u3_46,u4_46,m1_46,m2_46,m3_46,m4_46
True,VPP,6,"{47: 'C', 54: 'C', 45: 'C', 38: 'C'}","{47: 0.54, 54: 0.47, 45: 0.47, 38: 0.54}",0,['C'],4,0,"{47: ['C', 'D'], 54: ['C', 'C'], 45: ['C', 'C'], 38: ['C', 'D']}",0.54,0.47,0.47,0.54,-2,1.5,1.5,-2,1,1,1,1
2,VPP,6,"{47: 'D', 54: 'C', 45: 'C', 38: 'C'}","{47: 0.5, 54: 0.51, 45: 0.43999999999999995, 38: 0.51}",-1.0,['C'],3,1,"{47: ['D', 'C'], 54: ['C', 'D'], 45: ['C', 'C'], 38: ['C', 'C']}",0.5,0.51,0.43999999999999995,0.51,0,-0.5,3.0,-0.5,2,1,1,1
3,VPP,6,"{47: 'C', 54: 'D', 45: 'C', 38: 'D'}","{47: 0.54, 54: 0.53, 45: 0.4099999999999999, 38: 0.47000000000000003}",2.0,Eq,2,2,"{47: ['C', 'D'], 54: ['D', 'D'], 45: ['C', 'C'], 38: ['D', 'C']}",0.54,0.53,0.4099999999999999,0.47000000000000003,-2,0.5,4.5,1.5,1,2,1,2
4,VPP,6,"{47: 'D', 54: 'C', 45: 'D', 38: 'C'}","{47: 0.5, 54: 0.5, 45: 0.36999999999999994, 38: 0.44000000000000006}",4.5,Eq,2,2,"{47: ['D', 'C'], 54: ['C', 'C'], 45: ['D', 'C'], 38: ['C', 'C']}",0.5,0.5,0.36999999999999994,0.44000000000000006,0,2.0,6.5,3.0,2,1,2,1
5,VPP,6,"{47: 'D', 54: 'D', 45: 'C', 38: 'D'}","{47: 0.46, 54: 0.46, 45: 0.4099999999999999, 38: 0.4000000000000001}",11.5,['D'],1,3,"{47: ['D', 'C'], 54: ['D', 'C'], 45: ['C', 'D'], 38: ['D', 'C']}",0.46,0.46,0.4099999999999999,0.4000000000000001,2,4.0,4.5,5.0,2,2,1,2
6,VPP,6,"{47: 'C', 54: 'C', 45: 'D', 38: 'C'}","{47: 0.5, 54: 0.5, 45: 0.42999999999999994, 38: 0.44000000000000006}",15.5,['C'],3,1,"{47: ['C', 'D'], 54: ['C', 'D'], 45: ['D', 'D'], 38: ['C', 'D']}",0.5,0.5,0.42999999999999994,0.44000000000000006,0,2.0,5.5,3.0,1,1,2,1
7,VPP,6,"{47: 'D', 54: 'C', 45: 'C', 38: 'D'}","{47: 0.46, 54: 0.54, 45: 0.3999999999999999, 38: 0.4000000000000001}",10.5,Eq,2,2,"{47: ['D', 'C'], 54: ['C', 'D'], 45: ['C', 'C'], 38: ['D', 'C']}",0.46,0.54,0.3999999999999999,0.4000000000000001,2,0.0,7.0,5.0,2,1,1,2
8,VPP,6,"{47: 'D', 54: 'D', 45: 'D', 38: 'C'}","{47: 0.48000000000000004, 54: 0.5, 45: 0.35999999999999993, 38: 0.3700000000000001}",14.0,['D'],1,3,"{47: ['D', 'D'], 54: ['D', 'C'], 45: ['D', 'C'], 38: ['C', 'C']}",0.48000000000000004,0.5,0.35999999999999993,0.3700000000000001,3,2.0,9.0,6.5,2,2,2,1
9,VPP,6,"{47: 'D', 54: 'C', 45: 'C', 38: 'D'}","{47: 0.44000000000000006, 54: 0.47, 45: 0.3999999999999999, 38: 0.3900000000000001}",20.5,Eq,2,2,"{47: ['D', 'C'], 54: ['C', 'C'], 45: ['C', 'D'], 38: ['D', 'D']}",0.44000000000000006,0.47,0.3999999999999999,0.3900000000000001,5,3.5,7.0,7.5,2,1,1,2
10,VPP,6,"{47: 'C', 54: 'D', 45: 'C', 38: 'C'}","{47: 0.41000000000000003, 54: 0.43, 45: 0.4399999999999999, 38: 0.3600000000000001}",23.0,['C'],3,1,"{47: ['C', 'C'], 54: ['D', 'C'], 45: ['C', 'D'], 38: ['C', 'C']}",0.41000000000000003,0.43,0.4399999999999999,0.3600000000000001,6.5,5.5,5.0,9.0,1,2,1,1
11,VPP,6,"{47: 'D', 54: 'D', 45: 'D', 38: 'C'}","{47: 0.43000000000000005, 54: 0.45, 45: 0.4599999999999999, 38: 0.33000000000000007}",26.0,['D'],1,3,"{47: ['D', 'D'], 54: ['D', 'D'], 45: ['D', 'D'], 38: ['C', 'C']}",0.43000000000000005,0.45,0.4599999999999999,0.33000000000000007,7.5,6.5,6.0,10.5,2,2,2,1
