stepcount_12,strategy_12,strat code_12,move_12,probabilities_12,utility_12,common_move_12,number_coop_12,number_defect_12,outcomes_12,u1_12,u2_12,u3_12,u4_12,m1_12,m2_12,m3_12,m4_12,uv_12,ps_12,nc_12,mutC_12,simP_12,avp1_12,avp2_12,avp3_12,avp4_12,globav_12,epsilon_12,alpha_12,mood_12
True,MOODYLEARN,9,"{13: 'D', 17: 'D', 11: 'D', 7: 'D'}","{13: 0.275, 17: 0.275, 11: 0.275, 7: 0.275}",0,['D'],0,8,"{13: ['D', 'D'], 17: ['D', 'D'], 11: ['D', 'D'], 7: ['D', 'D']}",1,1,1,1,2,2,2,2,0.075,"{13: [0, 13, 'NEUTRAL'], 17: [0, 17, 'NEUTRAL'], 11: ['D', 11, 'NEUTRAL'], 7: ['D', 7, 'NEUTRAL']}",0,0,4,0.5,0.5,0.5,0.5,0.5,0.5,0.1,53.50375
2,MOODYLEARN,9,"{13: 'D', 17: 'D', 11: 'D', 7: 'D'}","{13: 0.41000000000000003, 17: 0.41000000000000003, 11: 0.41000000000000003, 7: 0.41000000000000003}",4,['D'],2,2,"{13: ['D', 'D'], 17: ['D', 'D'], 11: ['D', 'D'], 7: ['D', 'D']}",2,2,2,2,2,2,2,2,0.135,"{13: ['D', 13, 'NEUTRAL'], 17: ['D', 17, 'NEUTRAL'], 11: ['D', 11, 'NEUTRAL'], 7: ['D', 7, 'NEUTRAL']}",2,0,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.1,57.65694167708333
3,MOODYLEARN,9,"{13: 'D', 17: 'C', 11: 'D', 7: 'C'}","{13: 0.001, 17: 0.0050000000000000044, 11: 0.001, 7: 0.0050000000000000044}",8,Eq,3,1,"{13: ['D', 'C'], 17: ['C', 'C'], 11: ['D', 'C'], 7: ['C', 'C']}",7,5,7,5,2,1,2,1,0.135,"{13: ['C', 13, 'NEUTRAL'], 17: ['C', 17, 'NEUTRAL'], 11: ['C', 11, 'NEUTRAL'], 7: ['C', 7, 'NEUTRAL']}",3,2,12,1.75,1.25,1.75,1.25,1.5,0.5,0.1,74.7516815930466
4,MOODYLEARN,9,"{13: 'C', 17: 'C', 11: 'D', 7: 'C'}","{13: 0.001, 17: 0.0050000000000000044, 11: 0.136, 7: 0.0050000000000000044}",24,['C'],3,1,"{13: ['C', 'D'], 17: ['C', 'D'], 11: ['D', 'D'], 7: ['C', 'D']}",7,5,8,5,1,1,2,1,0.135,"{13: ['D', 13, 'NEUTRAL'], 17: ['D', 17, 'HIGH'], 11: ['D', 11, 'NEUTRAL'], 7: ['D', 7, 'HIGH']}",3,0,16,1.4,1,1.6,1,1.25,0.09999999999999998,0.1,75.92887211348096
5,MOODYLEARN,9,"{13: 'C', 17: 'C', 11: 'D', 7: 'C'}","{13: 0.001, 17: 0.001, 11: 0.001, 7: 0.001}",25,['C'],4,0,"{13: ['C', 'D'], 17: ['C', 'C'], 11: ['D', 'C'], 7: ['C', 'C']}",7,8,13,8,1,1,2,1,0.135,"{13: ['D', 13, 'HIGH'], 17: ['C', 17, 'HIGH'], 11: ['C', 11, 'HIGH'], 7: ['C', 7, 'HIGH']}",4,2,20,1.1666666666666667,1.3333333333333333,2.1666666666666665,1.3333333333333333,1.5,0.09999999999999998,0.1,86.93388206316756
6,MOODYLEARN,9,"{13: 'C', 17: 'C', 11: 'C', 7: 'C'}","{13: 0.001, 17: 0.001, 11: 0.001, 7: 0.001}",36,['C'],4,0,"{13: ['C', 'C'], 17: ['C', 'D'], 11: ['C', 'D'], 7: ['C', 'C']}",10,8,13,11,1,1,1,1,0.135,"{13: ['C', 13, 'HIGH'], 17: ['D', 17, 'HIGH'], 11: ['D', 11, 'HIGH'], 7: ['C', 7, 'HIGH']}",4,2,24,1.4285714285714286,1.1428571428571428,1.8571428571428572,1.5714285714285714,1.5,0.09999999999999998,0.1,92.75591892950789
7,MOODYLEARN,9,"{13: 'C', 17: 'C', 11: 'C', 7: 'C'}","{13: 0.001, 17: 0.001, 11: 0.001, 7: 0.001}",42,['C'],3,1,"{13: ['C', 'D'], 17: ['C', 'D'], 11: ['C', 'C'], 7: ['C', 'C']}",10,8,16,14,1,1,1,1,0.135,"{13: ['D', 13, 'HIGH'], 17: ['D', 17, 'HIGH'], 11: ['C', 11, 'HIGH'], 7: ['C', 7, 'HIGH']}",3,2,28,1.25,1,2,1.75,1.5,0.0001,0.1,98.5954276704868
8,MOODYLEARN,9,"{13: 'C', 17: 'D', 11: 'C', 7: 'C'}","{13: 0.001, 17: 0.136, 11: 0.001, 7: 0.001}",48,['C'],4,0,"{13: ['C', 'D'], 17: ['D', 'D'], 11: ['C', 'C'], 7: ['C', 'C']}",10,9,19,17,1,2,1,1,0.135,"{13: ['D', 13, 'HIGH'], 17: ['D', 17, 'HIGH'], 11: ['C', 11, 'HIGH'], 7: ['C', 7, 'HIGH']}",4,2,32,1.1111111111111112,1,2.111111111111111,1.8888888888888888,1.5277777777777777,0.0001,0.1,99.999
9,MOODYLEARN,9,"{13: 'C', 17: 'C', 11: 'C', 7: 'C'}","{13: 0.001, 17: 0.001, 11: 0.001, 7: 0.001}",55,['C'],4,0,"{13: ['C', 'D'], 17: ['C', 'C'], 11: ['C', 'D'], 7: ['C', 'C']}",10,12,19,20,1,1,1,1,0.135,"{13: ['D', 13, 'HIGH'], 17: ['C', 17, 'HIGH'], 11: ['D', 11, 'HIGH'], 7: ['C', 7, 'HIGH']}",4,2,36,1,1.2,1.9,2,1.525,0.0001,0.1,99.999
10,MOODYLEARN,9,"{13: 'C', 17: 'C', 11: 'C', 7: 'C'}","{13: 0.001, 17: 0.001, 11: 0.001, 7: 0.001}",61,['C'],4,0,"{13: ['C', 'D'], 17: ['C', 'D'], 11: ['C', 'C'], 7: ['C', 'C']}",10,12,22,23,1,1,1,1,0.135,"{13: ['D', 13, 'HIGH'], 17: ['D', 17, 'HIGH'], 11: ['C', 11, 'HIGH'], 7: ['C', 7, 'HIGH']}",4,2,40,0.9090909090909091,1.0909090909090908,2,2.090909090909091,1.5227272727272727,0.0001,0.1,99.999
