stepcount_25,strategy_25,strat code_25,move_25,probabilities_25,utility_25,common_move_25,number_coop_25,number_defect_25,outcomes_25,p1_25,p2_25,p3_25,p4_25,u1_25,u2_25,u3_25,u4_25,m1_25,m2_25,m3_25,m4_25
True,WSLS,7,"{26: 'C', 33: 'C', 17: 'C'}","{26: 0.47, 33: 0.54, 17: 0.47}",0,['C'],3,0,"{26: ['C', 'C'], 33: ['C', 'D'], 17: ['C', 'C']}",0.47,0.54,0.47,None,1.5,-2,1.5,None,1,1,1,None
2,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0.43999999999999995, 33: 0.5, 17: 0.51}",1.0,['C'],3,0,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['C', 'D']}",0.43999999999999995,0.5,0.51,None,3.0,0,-0.5,None,1,2,1,None
3,WSLS,7,"{26: 'C', 33: 'D', 17: 'D'}","{26: 0.4099999999999999, 33: 0.46, 17: 0.53}",2.5,['D'],2,1,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['D', 'D']}",0.4099999999999999,0.46,0.53,None,4.5,2,0.5,None,1,2,2,None
4,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0.3799999999999999, 33: 0.42000000000000004, 17: 0.5}",7.0,['C'],1,2,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['C', 'C']}",0.3799999999999999,0.42000000000000004,0.5,None,6.0,4,2.0,None,1,2,1,None
5,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0.34999999999999987, 33: 0.44000000000000006, 17: 0.54}",12.0,['C'],2,1,"{26: ['C', 'C'], 33: ['D', 'D'], 17: ['C', 'D']}",0.34999999999999987,0.44000000000000006,0.54,None,7.5,5,0.0,None,1,2,1,None
6,WSLS,7,"{26: 'C', 33: 'C', 17: 'D'}","{26: 0.31999999999999984, 33: 0.48000000000000004, 17: 0.5}",12.5,['C'],2,1,"{26: ['C', 'C'], 33: ['C', 'D'], 17: ['D', 'C']}",0.31999999999999984,0.48000000000000004,0.5,None,9.0,3,2.0,None,1,1,2,None
7,WSLS,7,"{26: 'C', 33: 'D', 17: 'D'}","{26: 0.2899999999999998, 33: 0.5, 17: 0.52}",14.0,['D'],2,1,"{26: ['C', 'C'], 33: ['D', 'D'], 17: ['D', 'D']}",0.2899999999999998,0.5,0.52,None,10.5,4,3.0,None,1,2,2,None
8,WSLS,7,"{26: 'C', 33: 'C', 17: 'C'}","{26: 0.2599999999999998, 33: 0.54, 17: 0.49}",17.5,['C'],1,2,"{26: ['C', 'C'], 33: ['C', 'D'], 17: ['C', 'C']}",0.2599999999999998,0.54,0.49,None,12.0,2,4.5,None,1,1,1,None
9,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0.2299999999999998, 33: 0.5, 17: 0.53}",18.5,['C'],3,0,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['C', 'D']}",0.2299999999999998,0.5,0.53,None,13.5,4,2.5,None,1,2,1,None
10,WSLS,7,"{26: 'C', 33: 'D', 17: 'D'}","{26: 0.1999999999999998, 33: 0.52, 17: 0.49000000000000005}",20.0,['D'],2,1,"{26: ['C', 'C'], 33: ['D', 'D'], 17: ['D', 'C']}",0.1999999999999998,0.52,0.49000000000000005,None,15.0,5,4.5,None,1,2,2,None
11,WSLS,7,"{26: 'C', 33: 'C', 17: 'D'}","{26: 0.1699999999999998, 33: 0.56, 17: 0.45000000000000007}",24.5,['C'],1,2,"{26: ['C', 'C'], 33: ['C', 'D'], 17: ['D', 'C']}",0.1699999999999998,0.56,0.45000000000000007,None,16.5,3,6.5,None,1,1,2,None
12,WSLS,7,"{26: 'C', 33: 'D', 17: 'D'}","{26: 0.1399999999999998, 33: 0.52, 17: 0.4100000000000001}",26.0,['D'],2,1,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['D', 'C']}",0.1399999999999998,0.52,0.4100000000000001,None,18.0,5,8.5,None,1,2,2,None
13,WSLS,7,"{26: 'C', 33: 'D', 17: 'D'}","{26: 0.10999999999999979, 33: 0.48000000000000004, 17: 0.4300000000000001}",31.5,['D'],1,2,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['D', 'D']}",0.10999999999999979,0.48000000000000004,0.4300000000000001,None,19.5,7,9.5,None,1,2,2,None
14,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0.0799999999999998, 33: 0.5, 17: 0.4700000000000001}",36.0,['C'],1,2,"{26: ['C', 'C'], 33: ['D', 'D'], 17: ['C', 'D']}",0.0799999999999998,0.5,0.4700000000000001,None,21.0,8,7.5,None,1,2,1,None
15,WSLS,7,"{26: 'C', 33: 'C', 17: 'D'}","{26: 0.049999999999999795, 33: 0.54, 17: 0.4900000000000001}",36.5,['C'],2,1,"{26: ['C', 'C'], 33: ['C', 'D'], 17: ['D', 'D']}",0.049999999999999795,0.54,0.4900000000000001,None,22.5,6,8.5,None,1,1,2,None
16,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0.019999999999999796, 33: 0.5, 17: 0.4600000000000001}",37.0,['C'],2,1,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['C', 'C']}",0.019999999999999796,0.5,0.4600000000000001,None,24.0,8,10.0,None,1,2,1,None
17,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0, 33: 0.46, 17: 0.43000000000000005}",42.0,['C'],2,1,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['C', 'C']}",0,0.46,0.43000000000000005,None,25.5,10,11.5,None,1,2,1,None
18,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0, 33: 0.42000000000000004, 17: 0.4}",47.0,['C'],2,1,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['C', 'C']}",0,0.42000000000000004,0.4,None,27.0,12,13.0,None,1,2,1,None
19,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0, 33: 0.44000000000000006, 17: 0.37}",52.0,['C'],2,1,"{26: ['C', 'C'], 33: ['D', 'D'], 17: ['C', 'C']}",0,0.44000000000000006,0.37,None,28.5,13,14.5,None,1,2,1,None
20,WSLS,7,"{26: 'C', 33: 'C', 17: 'C'}","{26: 0, 33: 0.41000000000000003, 17: 0.33999999999999997}",56.0,['C'],2,1,"{26: ['C', 'C'], 33: ['C', 'C'], 17: ['C', 'C']}",0,0.41000000000000003,0.33999999999999997,None,30.0,14.5,16.0,None,1,1,1,None
21,WSLS,7,"{26: 'C', 33: 'C', 17: 'C'}","{26: 0, 33: 0.38, 17: 0.30999999999999994}",60.5,['C'],3,0,"{26: ['C', 'C'], 33: ['C', 'C'], 17: ['C', 'C']}",0,0.38,0.30999999999999994,None,31.5,16.0,17.5,None,1,1,1,None
22,WSLS,7,"{26: 'C', 33: 'C', 17: 'C'}","{26: 0, 33: 0.35, 17: 0.2799999999999999}",65.0,['C'],3,0,"{26: ['C', 'C'], 33: ['C', 'C'], 17: ['C', 'C']}",0,0.35,0.2799999999999999,None,33.0,17.5,19.0,None,1,1,1,None
23,WSLS,7,"{26: 'C', 33: 'C', 17: 'C'}","{26: 0, 33: 0.38999999999999996, 17: 0.24999999999999992}",69.5,['C'],3,0,"{26: ['C', 'C'], 33: ['C', 'D'], 17: ['C', 'C']}",0,0.38999999999999996,0.24999999999999992,None,34.5,15.5,20.5,None,1,1,1,None
24,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0, 33: 0.41, 17: 0.21999999999999992}",70.5,['C'],3,0,"{26: ['C', 'C'], 33: ['D', 'D'], 17: ['C', 'C']}",0,0.41,0.21999999999999992,None,36.0,16.5,22.0,None,1,2,1,None
25,WSLS,7,"{26: 'C', 33: 'C', 17: 'C'}","{26: 0, 33: 0.44999999999999996, 17: 0.18999999999999992}",74.5,['C'],2,1,"{26: ['C', 'C'], 33: ['C', 'D'], 17: ['C', 'C']}",0,0.44999999999999996,0.18999999999999992,None,37.5,14.5,23.5,None,1,1,1,None
26,WSLS,7,"{26: 'C', 33: 'D', 17: 'C'}","{26: 0, 33: 0.41, 17: 0.15999999999999992}",75.5,['C'],3,0,"{26: ['C', 'C'], 33: ['D', 'C'], 17: ['C', 'C']}",0,0.41,0.15999999999999992,None,39.0,16.5,25.0,None,1,2,1,None
