stepcount_18,strategy_18,strat code_18,move_18,probabilities_18,utility_18,common_move_18,number_coop_18,number_defect_18,outcomes_18,u1_18,u2_18,u3_18,u4_18,m1_18,m2_18,m3_18,m4_18,uv_18,ps_18,nc_18,mutC_18,simP_18,avp1_18,avp2_18,avp3_18,avp4_18,globav_18,epsilon_18,alpha_18,mood_18
True,MOODYLEARN,9,"{19: 'D', 23: 'D', 17: 'D', 13: 'D'}","{19: 0.275, 23: 0.275, 17: 0.275, 13: 0.575}",0,['D'],0,8,"{19: ['D', 'D'], 23: ['D', 'D'], 17: ['D', 'D'], 13: ['D', 'D']}",1,1,1,1,2,2,2,2,0.075,"{19: [0, 19, 'NEUTRAL'], 23: [0, 23, 'NEUTRAL'], 17: ['D', 17, 'NEUTRAL'], 13: ['D', 13, 'NEUTRAL']}",0,0,4,0.5,0.5,0.5,0.5,0.5,0.5,0.1,53.50375
2,MOODYLEARN,9,"{19: 'D', 23: 'D', 17: 'D', 13: 'D'}","{19: 0.41000000000000003, 23: 0.41000000000000003, 17: 0.41000000000000003, 13: 0.71}",4,['D'],1,3,"{19: ['D', 'D'], 23: ['D', 'D'], 17: ['D', 'D'], 13: ['D', 'D']}",2,2,2,2,2,2,2,2,0.135,"{19: ['D', 19, 'NEUTRAL'], 23: ['D', 23, 'NEUTRAL'], 17: ['D', 17, 'NEUTRAL'], 13: ['D', 13, 'NEUTRAL']}",1,0,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.1,57.65694167708333
3,MOODYLEARN,9,"{19: 'D', 23: 'D', 17: 'C', 13: 'D'}","{19: 0.001, 23: 0.001, 17: 0.0050000000000000044, 13: 0.845}",8,['D'],3,1,"{19: ['D', 'C'], 23: ['D', 'C'], 17: ['C', 'C'], 13: ['D', 'D']}",7,7,5,3,2,2,1,2,0.135,"{19: ['C', 19, 'NEUTRAL'], 23: ['C', 23, 'NEUTRAL'], 17: ['C', 17, 'HIGH'], 13: ['D', 13, 'NEUTRAL']}",3,1,12,1.75,1.75,1.25,0.75,1.375,0.5,0.1,72.51523851237391
4,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'D'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.98}",22,['C'],2,2,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['C', 'C'], 13: ['D', 'D']}",10,7,8,4,1,1,1,2,0.135,"{19: ['C', 19, 'NEUTRAL'], 23: ['D', 23, 'NEUTRAL'], 17: ['C', 17, 'HIGH'], 13: ['D', 13, 'HIGH']}",2,2,16,2,1.4,1.6,0.8,1.45,0.0001,0.1,80.1441623452761
5,MOODYLEARN,9,"{19: 'D', 23: 'D', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.98}",29,Eq,4,0,"{19: ['D', 'C'], 23: ['D', 'C'], 17: ['C', 'C'], 13: ['C', 'D']}",15,12,11,4,2,2,1,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['C', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['D', 13, 'HIGH']}",4,1,20,2.5,2,1.8333333333333333,0.6666666666666666,1.75,0.0001,0.1,93.47542580989168
6,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.575}",42,['C'],4,0,"{19: ['C', 'D'], 23: ['C', 'C'], 17: ['C', 'C'], 13: ['C', 'C']}",15,15,14,7,1,1,1,1,0.135,"{19: ['D', 19, 'HIGH'], 23: ['C', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",4,3,24,2.142857142857143,2.142857142857143,2,1,1.8214285714285714,0.0001,0.1,99.999
7,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.16999999999999993}",51,['C'],4,0,"{19: ['C', 'C'], 23: ['C', 'C'], 17: ['C', 'C'], 13: ['C', 'C']}",18,18,17,10,1,1,1,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['C', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",4,4,28,2.25,2.25,2.125,1.25,1.96875,0.0001,0.1,99.999
8,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",63,['C'],4,0,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['C', 'C'], 13: ['C', 'C']}",21,18,20,13,1,1,1,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",4,3,32,2.3333333333333335,2,2.2222222222222223,1.4444444444444444,2.0,0.0001,0.1,99.999
9,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",72,['C'],4,0,"{19: ['C', 'C'], 23: ['C', 'C'], 17: ['C', 'C'], 13: ['C', 'C']}",24,21,23,16,1,1,1,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['C', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",4,4,36,2.4,2.1,2.3,1.6,2.1,0.0001,0.1,99.999
10,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",84,['C'],4,0,"{19: ['C', 'C'], 23: ['C', 'D'], 17: ['C', 'C'], 13: ['C', 'C']}",27,21,26,19,1,1,1,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['D', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",4,3,40,2.4545454545454546,1.9090909090909092,2.3636363636363638,1.7272727272727273,2.1136363636363638,0.0001,0.1,99.999
11,MOODYLEARN,9,"{19: 'C', 23: 'C', 17: 'C', 13: 'C'}","{19: 0.001, 23: 0.001, 17: 0.001, 13: 0.001}",93,['C'],4,0,"{19: ['C', 'C'], 23: ['C', 'C'], 17: ['C', 'C'], 13: ['C', 'C']}",30,24,29,22,1,1,1,1,0.135,"{19: ['C', 19, 'HIGH'], 23: ['C', 23, 'HIGH'], 17: ['C', 17, 'HIGH'], 13: ['C', 13, 'HIGH']}",4,4,44,2.5,2,2.4166666666666665,1.8333333333333333,2.1875,0.0001,0.1,99.999
