stepcount_17,strategy_17,strat code_17,move_17,probabilities_17,utility_17,common_move_17,number_coop_17,number_defect_17,outcomes_17,u1_17,u2_17,u3_17,u4_17,m1_17,m2_17,m3_17,m4_17,uv_17,ps_17,nc_17,mutC_17,simP_17,avp1_17,avp2_17,avp3_17,avp4_17,globav_17,epsilon_17,alpha_17,mood_17
True,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",0,['C'],8,0,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['C', 'C']}",3,3,3,3,1,1,1,1,0.075,"{18: [0, 18, 'NEUTRAL'], 22: [0, 22, 'NEUTRAL'], 16: ['C', 16, 'NEUTRAL'], 12: ['C', 12, 'NEUTRAL']}",8,4,4,1.5,1.5,1.5,1.5,1.5,0.5,0.1,60.53375
2,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",12,['C'],3,1,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'C'], 12: ['C', 'C']}",6,6,6,6,1,1,1,1,0.135,"{18: ['C', 18, 'NEUTRAL'], 22: ['C', 22, 'NEUTRAL'], 16: ['C', 16, 'NEUTRAL'], 12: ['C', 12, 'HIGH']}",3,4,8,2,2,2,2,2,0.5,0.1,72.91242584374999
3,MOODYLEARN,9,"{18: 'C', 22: 'D', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",24,['C'],3,1,"{18: ['C', 'C'], 22: ['D', 'C'], 16: ['C', 'C'], 12: ['C', 'C']}",9,11,9,9,1,2,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'NEUTRAL'], 16: ['C', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",3,3,12,2.25,2.75,2.25,2.25,2.375,0.0001,0.1,87.16029369329706
4,MOODYLEARN,9,"{18: 'C', 22: 'D', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",38,['C'],4,0,"{18: ['C', 'C'], 22: ['D', 'C'], 16: ['C', 'C'], 12: ['C', 'D']}",12,16,12,9,1,2,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['D', 12, 'HIGH']}",4,2,16,2.4,3.2,2.4,1.8,2.45,0.0001,0.1,98.32996585593486
5,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",49,['C'],4,0,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['C', 'C']}",15,19,12,12,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",4,3,20,2.5,3.1666666666666665,2,2,2.4166666666666665,0.0001,0.1,99.999
6,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",58,['C'],4,0,"{18: ['C', 'C'], 22: ['C', 'D'], 16: ['C', 'C'], 12: ['C', 'D']}",18,19,15,12,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['D', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['D', 12, 'HIGH']}",4,2,24,2.5714285714285716,2.7142857142857144,2.142857142857143,1.7142857142857142,2.2857142857142856,0.0001,0.1,99.99898571428571
7,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",64,['C'],4,0,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['C', 'C']}",21,22,15,15,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",4,3,28,2.625,2.75,1.875,1.875,2.28125,0.0001,0.1,99.999
8,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",73,['C'],4,0,"{18: ['C', 'C'], 22: ['C', 'D'], 16: ['C', 'C'], 12: ['C', 'D']}",24,22,18,15,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['D', 22, 'HIGH'], 16: ['C', 16, 'HIGH'], 12: ['D', 12, 'HIGH']}",4,2,32,2.6666666666666665,2.4444444444444446,2,1.6666666666666667,2.1944444444444446,0.0001,0.1,99.99898333333333
9,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",79,['C'],4,0,"{18: ['C', 'C'], 22: ['C', 'C'], 16: ['C', 'D'], 12: ['C', 'C']}",27,25,18,18,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['C', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['C', 12, 'HIGH']}",4,3,36,2.7,2.5,1.8,1.8,2.2,0.0001,0.1,99.999
10,MOODYLEARN,9,"{18: 'C', 22: 'C', 16: 'C', 12: 'C'}","{18: 0.001, 22: 0.001, 16: 0.001, 12: 0.001}",88,['C'],4,0,"{18: ['C', 'C'], 22: ['C', 'D'], 16: ['C', 'D'], 12: ['C', 'D']}",30,25,18,18,1,1,1,1,0.135,"{18: ['C', 18, 'HIGH'], 22: ['D', 22, 'HIGH'], 16: ['D', 16, 'HIGH'], 12: ['D', 12, 'HIGH']}",4,1,40,2.727272727272727,2.272727272727273,1.6363636363636365,1.6363636363636365,2.0681818181818183,0.0001,0.1,99.99896094966189
