stepcount_4,strategy_4,strat code_4,move_4,probabilities_4,utility_4,common_move_4,number_coop_4,number_defect_4,outcomes_4,p1_4,p2_4,p3_4,p4_4,u1_4,u2_4,u3_4,u4_4,m1_4,m2_4,m3_4,m4_4
True,WSLS,7,"{5: 'C', 12: 'C', 3: 'C'}","{5: 0.54, 12: 0.47, 3: 0.54}",0,['C'],3,0,"{5: ['C', 'D'], 12: ['C', 'C'], 3: ['C', 'D']}",0.54,0.47,0.54,None,-2,1.5,-2,None,1,1,1,None
2,WSLS,7,"{5: 'D', 12: 'C', 3: 'D'}","{5: 0.5, 12: 0.43999999999999995, 3: 0.5}",-2.5,['D'],3,0,"{5: ['D', 'C'], 12: ['C', 'C'], 3: ['D', 'C']}",0.5,0.43999999999999995,0.5,None,0,3.0,0,None,2,1,2,None
3,WSLS,7,"{5: 'D', 12: 'C', 3: 'D'}","{5: 0.46, 12: 0.4099999999999999, 3: 0.46}",3.0,['D'],1,2,"{5: ['D', 'C'], 12: ['C', 'C'], 3: ['D', 'C']}",0.46,0.4099999999999999,0.46,None,2,4.5,2,None,2,1,2,None
4,WSLS,7,"{5: 'D', 12: 'C', 3: 'D'}","{5: 0.48000000000000004, 12: 0.3799999999999999, 3: 0.42000000000000004}",8.5,['D'],1,2,"{5: ['D', 'D'], 12: ['C', 'C'], 3: ['D', 'C']}",0.48000000000000004,0.3799999999999999,0.42000000000000004,None,3,6.0,4,None,2,1,2,None
5,WSLS,7,"{5: 'C', 12: 'C', 3: 'D'}","{5: 0.45000000000000007, 12: 0.34999999999999987, 3: 0.38000000000000006}",13.0,['C'],1,2,"{5: ['C', 'C'], 12: ['C', 'C'], 3: ['D', 'C']}",0.45000000000000007,0.34999999999999987,0.38000000000000006,None,4.5,7.5,6,None,1,1,2,None
6,WSLS,7,"{5: 'C', 12: 'C', 3: 'D'}","{5: 0.49000000000000005, 12: 0.31999999999999984, 3: 0.3400000000000001}",18.0,['C'],2,1,"{5: ['C', 'D'], 12: ['C', 'C'], 3: ['D', 'C']}",0.49000000000000005,0.31999999999999984,0.3400000000000001,None,2.5,9.0,8,None,1,1,2,None
7,WSLS,7,"{5: 'D', 12: 'C', 3: 'D'}","{5: 0.45000000000000007, 12: 0.2899999999999998, 3: 0.3600000000000001}",19.5,['D'],2,1,"{5: ['D', 'C'], 12: ['C', 'C'], 3: ['D', 'D']}",0.45000000000000007,0.2899999999999998,0.3600000000000001,None,4.5,10.5,9,None,2,1,2,None
8,WSLS,7,"{5: 'D', 12: 'C', 3: 'C'}","{5: 0.4100000000000001, 12: 0.2599999999999998, 3: 0.4000000000000001}",24.0,['C'],1,2,"{5: ['D', 'C'], 12: ['C', 'C'], 3: ['C', 'D']}",0.4100000000000001,0.2599999999999998,0.4000000000000001,None,6.5,12.0,7,None,2,1,1,None
9,WSLS,7,"{5: 'D', 12: 'C', 3: 'D'}","{5: 0.3700000000000001, 12: 0.2299999999999998, 3: 0.4200000000000001}",25.5,['D'],2,1,"{5: ['D', 'C'], 12: ['C', 'C'], 3: ['D', 'D']}",0.3700000000000001,0.2299999999999998,0.4200000000000001,None,8.5,13.5,8,None,2,1,2,None
10,WSLS,7,"{5: 'D', 12: 'C', 3: 'C'}","{5: 0.3300000000000001, 12: 0.1999999999999998, 3: 0.4600000000000001}",30.0,['C'],1,2,"{5: ['D', 'C'], 12: ['C', 'C'], 3: ['C', 'D']}",0.3300000000000001,0.1999999999999998,0.4600000000000001,None,10.5,15.0,6,None,2,1,1,None
