score,coops,ppds,class
372,3,0.4,5
372,249,0.4,4
238,4,0.4,3
241,3,0.4,3
369,248,0.4,4
375.5,249,0.4,2
372,3,0.4,5
375.5,249,0.4,2
365,3,0.4,5
241,3,0.4,3
250,3,0.4,4
376.5,247,0.4,2
375,248,0.4,5
376,248,0.4,2
372,249,0.4,4
244,2,0.4,3
371.5,4,0.4,5
241,3,0.4,3
251,0,0.4,4
375,250,0.4,2
371.5,96,0.4,5
376,248,0.4,2
249.5,2,0.4,4
238,4,0.4,3
371.5,4,0.4,5
369,248,0.4,4
244,2,0.4,3
247,1,0.4,3
366,247,0.4,4
376.5,247,0.4,2
365,3,0.4,5
375.5,249,0.4,2
375,250,0.4,5
244,2,0.4,3
247,2,0.4,4
376,248,0.4,2
368.5,3,0.4,5
376.5,247,0.4,2
372,249,0.4,4
238,4,0.4,3
371.5,230,0.4,5
244,2,0.4,3
363,246,0.4,4
375,250,0.4,2
375,250,0.4,5
375.5,249,0.4,2
251,0,0.4,4
238,4,0.4,3
375,250,0.4,5
371,247,0.4,4
235,5,0.4,3
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
372,89,0.4,5
377,246,0.4,2
375,248,0.4,5
247,1,0.4,3
249,1,0.4,4
376,248,0.4,2
372,3,0.4,5
375.5,249,0.4,2
240,8,0.4,4
244,2,0.4,3
371.5,2,0.4,5
241,3,0.4,3
375,250,0.4,4
375,250,0.4,2
365,3,0.4,5
376.5,247,0.4,2
250,3,0.4,4
244,2,0.4,3
372,3,0.4,5
351,242,0.4,4
241,3,0.4,3
244,2,0.4,3
371.5,248,0.4,4
376.5,247,0.4,2
371.5,2,0.4,5
375.5,249,0.4,2
358,55,0.4,5
241,3,0.4,3
251,0,0.4,4
376,248,0.4,2
365,3,0.4,5
376,248,0.4,2
249.5,2,0.4,4
244,2,0.4,3
368.5,3,0.4,5
241,3,0.4,3
372,249,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376.5,247,0.4,2
372,249,0.4,4
238,4,0.4,3
372,3,0.4,5
349.5,239,0.4,4
238,4,0.4,3
241,3,0.4,3
351,242,0.4,4
376.5,247,0.4,2
375,250,0.4,5
376,248,0.4,2
371.5,248,0.4,5
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
372,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
371.5,4,0.4,5
241,3,0.4,3
250,3,0.4,4
376,248,0.4,2
372,3,0.4,5
376.5,247,0.4,2
252,2,0.4,4
247,1,0.4,3
371.5,2,0.4,5
366,247,0.4,4
247,1,0.4,3
244,2,0.4,3
375,250,0.4,4
376,248,0.4,2
368.5,3,0.4,5
376,248,0.4,2
365,3,0.4,5
241,3,0.4,3
247,2,0.4,4
375.5,249,0.4,2
375,250,0.4,5
375.5,249,0.4,2
351,242,0.4,4
241,3,0.4,3
368,2,0.4,5
238,4,0.4,3
375,250,0.4,4
376,248,0.4,2
365,3,0.4,5
375,250,0.4,2
251.5,1,0.4,4
241,3,0.4,3
368.5,3,0.4,5
363,246,0.4,4
244,2,0.4,3
247,1,0.4,3
366,247,0.4,4
375.5,249,0.4,2
372,3,0.4,5
375.5,249,0.4,2
371.5,242,0.4,5
238,4,0.4,3
247,2,0.4,4
376,248,0.4,2
365,3,0.4,5
376,248,0.4,2
375,250,0.4,4
238,4,0.4,3
371.5,4,0.4,5
244,2,0.4,3
348,241,0.4,4
376.5,247,0.4,2
375,248,0.4,5
377,246,0.4,2
249,1,0.4,4
244,2,0.4,3
372,1,0.4,5
235.5,9,0.4,4
241,3,0.4,3
247,1,0.4,3
372,249,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
376,248,0.4,2
371.5,248,0.4,5
241,3,0.4,3
252,2,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376.5,247,0.4,2
249,1,0.4,4
241,3,0.4,3
365,3,0.4,5
238,4,0.4,3
375,250,0.4,4
376,248,0.4,2
365,3,0.4,5
375.5,249,0.4,2
249,1,0.4,4
250,0,0.4,3
364.5,4,0.4,5
369,248,0.4,4
241,3,0.4,3
244,2,0.4,3
371.5,248,0.4,4
376,248,0.4,2
371.5,2,0.4,5
376,248,0.4,2
364.5,242,0.4,5
241,3,0.4,3
250,3,0.4,4
376,248,0.4,2
375,250,0.4,5
376,248,0.4,2
369,248,0.4,4
244,2,0.4,3
371.5,4,0.4,5
244,2,0.4,3
371.5,248,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
250,3,0.4,4
241,3,0.4,3
375,250,0.4,5
245,3,0.4,4
241,3,0.4,3
241,3,0.4,3
360,245,0.4,4
376.5,247,0.4,2
372,3,0.4,5
375.5,249,0.4,2
361.5,7,0.4,5
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
372,3,0.4,5
375,250,0.4,2
327,234,0.4,4
244,2,0.4,3
368,2,0.4,5
244,2,0.4,3
250,3,0.4,4
376.5,247,0.4,2
371.5,4,0.4,5
376,248,0.4,2
351,242,0.4,4
247,1,0.4,3
368.5,3,0.4,5
362.5,245,0.4,4
241,3,0.4,3
247,1,0.4,3
354,243,0.4,4
376,248,0.4,2
365,3,0.4,5
375.5,249,0.4,2
364.5,236,0.4,5
241,3,0.4,3
372,249,0.4,4
376,248,0.4,2
365,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
238,4,0.4,3
368,2,0.4,5
244,2,0.4,3
372,249,0.4,4
375,250,0.4,2
375,250,0.4,5
375.5,249,0.4,2
353.5,242,0.4,4
241,3,0.4,3
372,45,0.4,5
372,249,0.4,4
241,3,0.4,3
241,3,0.4,3
247,2,0.4,4
376,248,0.4,2
361,4,0.4,5
376.5,247,0.4,2
375,248,0.4,5
244,2,0.4,3
252,2,0.4,4
376.5,247,0.4,2
371.5,248,0.4,5
376,248,0.4,2
369,248,0.4,4
244,2,0.4,3
368,2,0.4,5
247,1,0.4,3
252,2,0.4,4
376,248,0.4,2
368.5,243,0.4,5
376.5,247,0.4,2
318,231,0.4,4
238,4,0.4,3
371.5,248,0.4,5
372,249,0.4,4
241,3,0.4,3
247,1,0.4,3
249,1,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
375,248,0.4,5
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
372,3,0.4,5
376,248,0.4,2
247,2,0.4,4
238,4,0.4,3
368.5,137,0.4,5
247,1,0.4,3
372,249,0.4,4
376,248,0.4,2
365,3,0.4,5
375.5,249,0.4,2
366,247,0.4,4
241,3,0.4,3
375,248,0.4,5
372,249,0.4,4
241,3,0.4,3
244,2,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376,248,0.4,2
364.5,6,0.4,5
244,2,0.4,3
342,239,0.4,4
375.5,249,0.4,2
365,3,0.4,5
375.5,249,0.4,2
363,246,0.4,4
238,4,0.4,3
375,248,0.4,5
241,3,0.4,3
354,243,0.4,4
376.5,247,0.4,2
375,250,0.4,5
375.5,249,0.4,2
252,2,0.4,4
244,2,0.4,3
372,95,0.4,5
366,247,0.4,4
244,2,0.4,3
241,3,0.4,3
369,248,0.4,4
375.5,249,0.4,2
365,3,0.4,5
376.5,247,0.4,2
375,248,0.4,5
247,1,0.4,3
366,247,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376.5,247,0.4,2
249.5,2,0.4,4
241,3,0.4,3
375,248,0.4,5
244,2,0.4,3
369,248,0.4,4
376,248,0.4,2
375,250,0.4,5
376.5,247,0.4,2
368.5,247,0.4,4
244,2,0.4,3
371.5,4,0.4,5
372,249,0.4,4
241,3,0.4,3
244,2,0.4,3
368.5,247,0.4,4
375.5,249,0.4,2
365,3,0.4,5
376.5,247,0.4,2
375,248,0.4,5
241,3,0.4,3
251.5,1,0.4,4
375.5,249,0.4,2
375,248,0.4,5
376,248,0.4,2
375,250,0.4,4
247,1,0.4,3
365,3,0.4,5
241,3,0.4,3
359.5,244,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376.5,247,0.4,2
251,0,0.4,4
244,2,0.4,3
372,3,0.4,5
357,244,0.4,4
241,3,0.4,3
244,2,0.4,3
249.5,2,0.4,4
376,248,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
365,3,0.4,5
244,2,0.4,3
372,249,0.4,4
376.5,247,0.4,2
371.5,206,0.4,5
376,248,0.4,2
247,2,0.4,4
244,2,0.4,3
371.5,2,0.4,5
247,1,0.4,3
375,250,0.4,4
376.5,247,0.4,2
365,3,0.4,5
376.5,247,0.4,2
250,3,0.4,4
241,3,0.4,3
371.5,248,0.4,5
375,250,0.4,4
238,4,0.4,3
244,2,0.4,3
375,250,0.4,4
376,248,0.4,2
368,2,0.4,5
376,248,0.4,2
365,3,0.4,5
241,3,0.4,3
249,1,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
372,41,0.4,5
244,2,0.4,3
371.5,248,0.4,4
376,248,0.4,2
375,250,0.4,5
376.5,247,0.4,2
251.5,1,0.4,4
244,2,0.4,3
372,3,0.4,5
366,247,0.4,4
244,2,0.4,3
244,2,0.4,3
348,241,0.4,4
376,248,0.4,2
371.5,2,0.4,5
375,250,0.4,2
358,9,0.4,5
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
372,1,0.4,5
375.5,249,0.4,2
335.5,236,0.4,4
241,3,0.4,3
372,3,0.4,5
247,1,0.4,3
249,1,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
376,248,0.4,2
369,248,0.4,4
238,4,0.4,3
368,2,0.4,5
369,248,0.4,4
244,2,0.4,3
241,3,0.4,3
372,249,0.4,4
376,248,0.4,2
364.5,4,0.4,5
377,246,0.4,2
364.5,4,0.4,5
247,1,0.4,3
375,250,0.4,4
376,248,0.4,2
365,3,0.4,5
375.5,249,0.4,2
371.5,248,0.4,4
241,3,0.4,3
375,248,0.4,5
244,2,0.4,3
249,1,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376,248,0.4,2
251.5,1,0.4,4
241,3,0.4,3
368.5,3,0.4,5
366,247,0.4,4
241,3,0.4,3
241,3,0.4,3
372,249,0.4,4
376,248,0.4,2
372,149,0.4,5
376,248,0.4,2
375,248,0.4,5
250,0,0.4,3
371.5,248,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376,248,0.4,2
251,0,0.4,4
244,2,0.4,3
368.5,3,0.4,5
244,2,0.4,3
375,250,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376,248,0.4,2
251.5,1,0.4,4
244,2,0.4,3
368.5,5,0.4,5
252,2,0.4,4
241,3,0.4,3
241,3,0.4,3
330,235,0.4,4
375.5,249,0.4,2
375,248,0.4,5
376,248,0.4,2
351,95,0.4,5
244,2,0.4,3
371.5,248,0.4,4
377,246,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
247,2,0.4,4
244,2,0.4,3
368,204,0.4,5
244,2,0.4,3
250,3,0.4,4
375.5,249,0.4,2
372,1,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
375,248,0.4,5
350.5,241,0.4,4
238,4,0.4,3
244,2,0.4,3
372,249,0.4,4
376.5,247,0.4,2
368,2,0.4,5
375,250,0.4,2
364.5,4,0.4,5
244,2,0.4,3
375,250,0.4,4
376,248,0.4,2
371.5,4,0.4,5
377,246,0.4,2
372,249,0.4,4
244,2,0.4,3
375,248,0.4,5
247,1,0.4,3
372,249,0.4,4
376.5,247,0.4,2
368.5,3,0.4,5
376.5,247,0.4,2
357,244,0.4,4
241,3,0.4,3
368.5,3,0.4,5
362,244,0.4,4
244,2,0.4,3
241,3,0.4,3
375,250,0.4,4
375,250,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
368,244,0.4,5
241,3,0.4,3
249.5,2,0.4,4
376.5,247,0.4,2
365,3,0.4,5
377,246,0.4,2
357,244,0.4,4
241,3,0.4,3
375,250,0.4,5
244,2,0.4,3
249,1,0.4,4
376.5,247,0.4,2
372,1,0.4,5
377,246,0.4,2
249.5,2,0.4,4
241,3,0.4,3
365,3,0.4,5
375,250,0.4,4
238,4,0.4,3
244,2,0.4,3
247,2,0.4,4
375,250,0.4,2
368,2,0.4,5
376,248,0.4,2
364.5,4,0.4,5
241,3,0.4,3
372,249,0.4,4
375,250,0.4,2
372,225,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
368.5,3,0.4,5
244,2,0.4,3
250,3,0.4,4
376,248,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
375,250,0.4,4
244,2,0.4,3
371.5,138,0.4,5
366,247,0.4,4
244,2,0.4,3
241,3,0.4,3
372,249,0.4,4
375.5,249,0.4,2
372,1,0.4,5
375.5,249,0.4,2
364.5,4,0.4,5
241,3,0.4,3
250,3,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
375,250,0.4,2
372,249,0.4,4
241,3,0.4,3
372,3,0.4,5
244,2,0.4,3
369,248,0.4,4
375,250,0.4,2
371.5,248,0.4,5
376.5,247,0.4,2
252,2,0.4,4
244,2,0.4,3
368,30,0.4,5
252,2,0.4,4
241,3,0.4,3
241,3,0.4,3
366,247,0.4,4
376,248,0.4,2
375,250,0.4,5
375.5,249,0.4,2
361,244,0.4,5
247,1,0.4,3
360,245,0.4,4
376.5,247,0.4,2
365,3,0.4,5
377,246,0.4,2
249,1,0.4,4
244,2,0.4,3
364.5,4,0.4,5
247,1,0.4,3
372,249,0.4,4
376.5,247,0.4,2
372,1,0.4,5
375.5,249,0.4,2
342,239,0.4,4
244,2,0.4,3
365,3,0.4,5
369,248,0.4,4
241,3,0.4,3
247,1,0.4,3
360,245,0.4,4
375,250,0.4,2
375,248,0.4,5
375.5,249,0.4,2
375,248,0.4,5
241,3,0.4,3
359.5,244,0.4,4
375,250,0.4,2
372,3,0.4,5
376.5,247,0.4,2
250,3,0.4,4
247,1,0.4,3
371.5,248,0.4,5
238,4,0.4,3
348,241,0.4,4
375.5,249,0.4,2
371.5,2,0.4,5
375.5,249,0.4,2
375,250,0.4,4
244,2,0.4,3
372,1,0.4,5
372,249,0.4,4
238,4,0.4,3
241,3,0.4,3
249.5,2,0.4,4
376,248,0.4,2
375,248,0.4,5
376,248,0.4,2
371.5,244,0.4,5
241,3,0.4,3
372,249,0.4,4
376,248,0.4,2
365,245,0.4,5
375.5,249,0.4,2
249.5,2,0.4,4
241,3,0.4,3
375,248,0.4,5
241,3,0.4,3
320.5,231,0.4,4
377,246,0.4,2
368.5,121,0.4,5
376,248,0.4,2
250,3,0.4,4
238,4,0.4,3
375,250,0.4,5
357,244,0.4,4
244,2,0.4,3
241,3,0.4,3
347.5,240,0.4,4
375.5,249,0.4,2
375,250,0.4,5
375.5,249,0.4,2
371.5,248,0.4,5
244,2,0.4,3
252,2,0.4,4
375,250,0.4,2
372,3,0.4,5
376.5,247,0.4,2
250,3,0.4,4
244,2,0.4,3
365,3,0.4,5
247,1,0.4,3
363,246,0.4,4
376.5,247,0.4,2
375,250,0.4,5
375.5,249,0.4,2
249.5,2,0.4,4
241,3,0.4,3
372,3,0.4,5
369,248,0.4,4
241,3,0.4,3
241,3,0.4,3
369,248,0.4,4
376,248,0.4,2
372,1,0.4,5
376,248,0.4,2
365,5,0.4,5
247,1,0.4,3
372,249,0.4,4
375.5,249,0.4,2
375,250,0.4,5
377,246,0.4,2
249,1,0.4,4
238,4,0.4,3
375,250,0.4,5
244,2,0.4,3
371.5,248,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
360,245,0.4,4
247,1,0.4,3
375,250,0.4,5
366,247,0.4,4
244,2,0.4,3
241,3,0.4,3
351,242,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376,248,0.4,2
375,248,0.4,5
244,2,0.4,3
375,250,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
375,250,0.4,2
375,250,0.4,4
241,3,0.4,3
375,248,0.4,5
244,2,0.4,3
250,3,0.4,4
375,250,0.4,2
375,250,0.4,5
376,248,0.4,2
368.5,247,0.4,4
241,3,0.4,3
375,250,0.4,5
375,250,0.4,4
244,2,0.4,3
241,3,0.4,3
375,250,0.4,4
375.5,249,0.4,2
372,1,0.4,5
375.5,249,0.4,2
364.5,4,0.4,5
244,2,0.4,3
363,246,0.4,4
375.5,249,0.4,2
375,248,0.4,5
376,248,0.4,2
372,249,0.4,4
241,3,0.4,3
371.5,248,0.4,5
244,2,0.4,3
369,248,0.4,4
376,248,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
327,234,0.4,4
247,1,0.4,3
365,3,0.4,5
372,249,0.4,4
241,3,0.4,3
241,3,0.4,3
250,3,0.4,4
376,248,0.4,2
372,3,0.4,5
375.5,249,0.4,2
357.5,6,0.4,5
244,2,0.4,3
342.5,238,0.4,4
376,248,0.4,2
365,3,0.4,5
375,250,0.4,2
250,3,0.4,4
241,3,0.4,3
368,4,0.4,5
247,1,0.4,3
338.5,237,0.4,4
375.5,249,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
251,0,0.4,4
244,2,0.4,3
371.5,4,0.4,5
240.5,9,0.4,4
244,2,0.4,3
244,2,0.4,3
375,250,0.4,4
376,248,0.4,2
368,2,0.4,5
376,248,0.4,2
364.5,242,0.4,5
241,3,0.4,3
247,2,0.4,4
376,248,0.4,2
371.5,94,0.4,5
375,250,0.4,2
251,0,0.4,4
244,2,0.4,3
375,250,0.4,5
244,2,0.4,3
351,242,0.4,4
376,248,0.4,2
371.5,4,0.4,5
376,248,0.4,2
372,249,0.4,4
247,1,0.4,3
368.5,5,0.4,5
372,249,0.4,4
244,2,0.4,3
247,1,0.4,3
249,1,0.4,4
376.5,247,0.4,2
371.5,4,0.4,5
376,248,0.4,2
361,4,0.4,5
238,4,0.4,3
326.5,233,0.4,4
375,250,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
366,247,0.4,4
244,2,0.4,3
372,3,0.4,5
241,3,0.4,3
249.5,2,0.4,4
376,248,0.4,2
372,3,0.4,5
376,248,0.4,2
360,245,0.4,4
244,2,0.4,3
368.5,3,0.4,5
372,249,0.4,4
238,4,0.4,3
247,1,0.4,3
249.5,2,0.4,4
375.5,249,0.4,2
372,3,0.4,5
376.5,247,0.4,2
375,250,0.4,5
244,2,0.4,3
250,3,0.4,4
376,248,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
366,247,0.4,4
241,3,0.4,3
368.5,3,0.4,5
250,0,0.4,3
247,2,0.4,4
376,248,0.4,2
371.5,2,0.4,5
376.5,247,0.4,2
372,249,0.4,4
244,2,0.4,3
371.5,8,0.4,5
369,248,0.4,4
241,3,0.4,3
250,0,0.4,3
360,245,0.4,4
376,248,0.4,2
375,248,0.4,5
376.5,247,0.4,2
361,4,0.4,5
238,4,0.4,3
252,2,0.4,4
376.5,247,0.4,2
365,3,0.4,5
375.5,249,0.4,2
249.5,2,0.4,4
238,4,0.4,3
375,248,0.4,5
241,3,0.4,3
372,249,0.4,4
375.5,249,0.4,2
375,248,0.4,5
375.5,249,0.4,2
359.5,244,0.4,4
241,3,0.4,3
371.5,4,0.4,5
360,245,0.4,4
244,2,0.4,3
241,3,0.4,3
348,241,0.4,4
375.5,249,0.4,2
371.5,2,0.4,5
376,248,0.4,2
368,246,0.4,5
250,0,0.4,3
372,249,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375.5,249,0.4,2
357,244,0.4,4
244,2,0.4,3
365,3,0.4,5
247,1,0.4,3
324,233,0.4,4
376,248,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
372,249,0.4,4
241,3,0.4,3
372,3,0.4,5
249.5,2,0.4,4
238,4,0.4,3
247,1,0.4,3
375,250,0.4,4
376,248,0.4,2
371.5,248,0.4,5
377,246,0.4,2
371.5,248,0.4,5
250,0,0.4,3
375,250,0.4,4
376,248,0.4,2
365,3,0.4,5
376.5,247,0.4,2
249.5,2,0.4,4
250,0,0.4,3
365,3,0.4,5
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
371.5,4,0.4,5
376,248,0.4,2
247,2,0.4,4
238,4,0.4,3
371.5,248,0.4,5
368,246,0.4,4
250,0,0.4,3
244,2,0.4,3
369,248,0.4,4
375.5,249,0.4,2
365,3,0.4,5
375.5,249,0.4,2
375,250,0.4,5
241,3,0.4,3
371.5,248,0.4,4
376,248,0.4,2
375,248,0.4,5
376,248,0.4,2
247,2,0.4,4
247,1,0.4,3
365,3,0.4,5
244,2,0.4,3
357,244,0.4,4
376,248,0.4,2
365,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
238,4,0.4,3
375,246,0.4,5
249,1,0.4,4
241,3,0.4,3
241,3,0.4,3
247,2,0.4,4
375,250,0.4,2
365,3,0.4,5
375.5,249,0.4,2
368,4,0.4,5
244,2,0.4,3
250,3,0.4,4
376.5,247,0.4,2
371.5,248,0.4,5
375.5,249,0.4,2
375,250,0.4,4
244,2,0.4,3
365,3,0.4,5
244,2,0.4,3
371.5,248,0.4,4
375.5,249,0.4,2
375,248,0.4,5
375,250,0.4,2
250,3,0.4,4
241,3,0.4,3
368.5,3,0.4,5
375,250,0.4,4
244,2,0.4,3
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
371.5,10,0.4,5
375.5,249,0.4,2
364.5,244,0.4,5
241,3,0.4,3
360,245,0.4,4
375.5,249,0.4,2
375,248,0.4,5
375,250,0.4,2
330,235,0.4,4
244,2,0.4,3
372,1,0.4,5
247,1,0.4,3
249,1,0.4,4
375,250,0.4,2
372,3,0.4,5
376,248,0.4,2
247,2,0.4,4
238,4,0.4,3
372,3,0.4,5
369,248,0.4,4
244,2,0.4,3
244,2,0.4,3
326.5,233,0.4,4
376.5,247,0.4,2
371.5,4,0.4,5
375.5,249,0.4,2
368,4,0.4,5
241,3,0.4,3
345,240,0.4,4
375,250,0.4,2
368,170,0.4,5
375.5,249,0.4,2
375,250,0.4,4
241,3,0.4,3
365,3,0.4,5
244,2,0.4,3
354,243,0.4,4
376.5,247,0.4,2
375,250,0.4,5
376,248,0.4,2
251,0,0.4,4
241,3,0.4,3
372,1,0.4,5
372,249,0.4,4
238,4,0.4,3
241,3,0.4,3
251,0,0.4,4
376.5,247,0.4,2
375,248,0.4,5
375.5,249,0.4,2
364.5,4,0.4,5
244,2,0.4,3
372,249,0.4,4
375.5,249,0.4,2
372,189,0.4,5
376.5,247,0.4,2
372,249,0.4,4
244,2,0.4,3
371.5,2,0.4,5
241,3,0.4,3
249,1,0.4,4
377,246,0.4,2
372,1,0.4,5
376,248,0.4,2
372,249,0.4,4
244,2,0.4,3
375,250,0.4,5
363,246,0.4,4
241,3,0.4,3
244,2,0.4,3
372,249,0.4,4
376,248,0.4,2
372,3,0.4,5
376,248,0.4,2
365,3,0.4,5
244,2,0.4,3
372,249,0.4,4
375,250,0.4,2
371.5,4,0.4,5
376,248,0.4,2
249,1,0.4,4
241,3,0.4,3
371.5,248,0.4,5
241,3,0.4,3
372,249,0.4,4
375.5,249,0.4,2
375,248,0.4,5
376,248,0.4,2
250,3,0.4,4
241,3,0.4,3
371.5,248,0.4,5
369,248,0.4,4
241,3,0.4,3
241,3,0.4,3
250,3,0.4,4
376,248,0.4,2
375,248,0.4,5
376,248,0.4,2
375,248,0.4,5
244,2,0.4,3
247,2,0.4,4
376,248,0.4,2
371.5,4,0.4,5
376.5,247,0.4,2
250,3,0.4,4
250,0,0.4,3
368.5,3,0.4,5
241,3,0.4,3
371.5,248,0.4,4
376,248,0.4,2
372,3,0.4,5
376,248,0.4,2
375,250,0.4,4
241,3,0.4,3
375,250,0.4,5
244,6,0.4,4
241,3,0.4,3
241,3,0.4,3
369,248,0.4,4
375.5,249,0.4,2
364.5,4,0.4,5
376,248,0.4,2
375,250,0.4,5
244,2,0.4,3
249,1,0.4,4
375.5,249,0.4,2
375,250,0.4,5
375.5,249,0.4,2
372,249,0.4,4
244,2,0.4,3
372,1,0.4,5
241,3,0.4,3
366,247,0.4,4
375.5,249,0.4,2
375,250,0.4,5
376,248,0.4,2
357,244,0.4,4
244,2,0.4,3
371.5,248,0.4,5
366,247,0.4,4
244,2,0.4,3
247,1,0.4,3
375,250,0.4,4
376,248,0.4,2
368.5,3,0.4,5
375,250,0.4,2
365,3,0.4,5
244,2,0.4,3
251.5,1,0.4,4
376.5,247,0.4,2
375,250,0.4,5
376,248,0.4,2
363,246,0.4,4
241,3,0.4,3
368.5,3,0.4,5
238,4,0.4,3
250,3,0.4,4
375.5,249,0.4,2
365,3,0.4,5
376,248,0.4,2
375,250,0.4,4
238,4,0.4,3
368.5,5,0.4,5
375,250,0.4,4
238,4,0.4,3
247,1,0.4,3
366,247,0.4,4
376,248,0.4,2
375,248,0.4,5
376.5,247,0.4,2
368,2,0.4,5
241,3,0.4,3
357,244,0.4,4
376,248,0.4,2
372,75,0.4,5
377,246,0.4,2
375,250,0.4,4
247,1,0.4,3
368,70,0.4,5
238,4,0.4,3
250,3,0.4,4
376,248,0.4,2
375,248,0.4,5
375.5,249,0.4,2
338.5,237,0.4,4
247,1,0.4,3
375,248,0.4,5
371.5,248,0.4,4
241,3,0.4,3
238,4,0.4,3
372,249,0.4,4
375.5,249,0.4,2
372,125,0.4,5
375.5,249,0.4,2
364.5,6,0.4,5
244,2,0.4,3
252,2,0.4,4
375.5,249,0.4,2
365,3,0.4,5
375.5,249,0.4,2
372,249,0.4,4
241,3,0.4,3
375,248,0.4,5
241,3,0.4,3
250,3,0.4,4
375.5,249,0.4,2
375,248,0.4,5
376,248,0.4,2
368.5,247,0.4,4
241,3,0.4,3
368.5,3,0.4,5
371.5,248,0.4,4
244,2,0.4,3
244,2,0.4,3
247,2,0.4,4
375,250,0.4,2
368.5,3,0.4,5
376,248,0.4,2
354.5,143,0.4,5
241,3,0.4,3
375,250,0.4,4
375,250,0.4,2
368.5,3,0.4,5
376,248,0.4,2
372,249,0.4,4
244,2,0.4,3
375,250,0.4,5
247,1,0.4,3
375,250,0.4,4
375.5,249,0.4,2
371.5,248,0.4,5
376.5,247,0.4,2
252,2,0.4,4
241,3,0.4,3
365,3,0.4,5
247,2,0.4,4
241,3,0.4,3
244,2,0.4,3
372,249,0.4,4
376,248,0.4,2
375,248,0.4,5
376,248,0.4,2
368,4,0.4,5
238,4,0.4,3
369,248,0.4,4
375.5,249,0.4,2
368,2,0.4,5
375.5,249,0.4,2
251.5,1,0.4,4
241,3,0.4,3
372,167,0.4,5
241,3,0.4,3
247,2,0.4,4
375,250,0.4,2
375,250,0.4,5
377.5,245,0.4,2
250,3,0.4,4
241,3,0.4,3
375,246,0.4,5
252,2,0.4,4
238,4,0.4,3
238,4,0.4,3
375,250,0.4,4
375.5,249,0.4,2
371.5,4,0.4,5
376,248,0.4,2
361,4,0.4,5
241,3,0.4,3
372,249,0.4,4
376.5,247,0.4,2
372,3,0.4,5
376,248,0.4,2
375,250,0.4,4
247,1,0.4,3
375,250,0.4,5
241,3,0.4,3
375,250,0.4,4
376,248,0.4,2
375,248,0.4,5
375,250,0.4,2
375,250,0.4,4
247,1,0.4,3
372,3,0.4,5
372,249,0.4,4
247,1,0.4,3
247,1,0.4,3
366,247,0.4,4
376,248,0.4,2
371.5,204,0.4,5
376,248,0.4,2
375,250,0.4,5
241,3,0.4,3
348,241,0.4,4
376,248,0.4,2
368.5,3,0.4,5
376,248,0.4,2
249,1,0.4,4
241,3,0.4,3
372,3,0.4,5
238,4,0.4,3
249,1,0.4,4
375.5,249,0.4,2
368,2,0.4,5
376.5,247,0.4,2
371.5,248,0.4,4
238,4,0.4,3
375,248,0.4,5
369,248,0.4,4
241,3,0.4,3
244,2,0.4,3
354,243,0.4,4
375,250,0.4,2
372,3,0.4,5
375,250,0.4,2
375,250,0.4,5
